text,emojis
# 周末 HK 好康 #     这想 带 这 只 可爱 的 熊宝宝 回家 ？ 即日起 到 沙田 广场 内 的 屈臣氏 BB 概念 店 ， 购物满   HK $ 149 ， 就 可以 抱 回家 罗 ！ [ 心 ]   [ 抱抱 ],"['[心]', '[抱抱]']"
中秋节 9 月 19 日至 9 月 21 放假 [ 鼓掌 ] 普通 公司 中秋 放假 3 天 ， 文艺 公司 放假 4 天 ， 还有 的 公司 从 今天 开始 进入 放假 状态 5 天 。 不管 放 几天 ， 开心 就 好 ， 小侨 祝 大家 开心 满满 ， 欢乐 满满 ， 祝福 多多 ， 月饼 多多 [ 嘻嘻 ],"['[鼓掌]', '[嘻嘻]']"
陆 师傅 [ 给力 ]   / / @ 尹亲林 : 陆总 节目 。 。 。 1 [ good ]   / / @ 东哥 粤潮 : 凤哥 节目 ， 节节上升 ！ 收视 长红 ！ [ 哈哈 ] [ 哈哈 ]   / / @ 南京 陆少凤 :   / / @ 南京 陆少凤 :   前 些 日子 和 湖南卫视 的 何炅 老师 做 的 一档 美食 节目 开播 了 ， 在 http : / / t . cn / zTGCOKQ 可以 搜 到   / / @ 陈意星 @ 杨顺 S   @ 老爷 们 布衣 隐士   @ 东哥 粤潮   @ 瞬即 是 永恒   @ 尹亲林,"['[给力]', '[good]', '[哈哈]', '[哈哈]']"
四重 溪 清泉 日式 温泉 馆 的 宇治 抹 茶 红豆 芋圆冰 ， 泡 完 温泉 吃 上 一口 ， 顿感 满足 ， 这 就是 吃货 在 旅行 时 的 最大 动力 [ 鼓掌 ] [ 鼓掌 ] 。,"['[鼓掌]', '[鼓掌]']"
[ 礼物 ] 除了 要 再次 跟 您 表达 生日 祝福 之外 ！ 还要 祝您 天天 都 快乐 ！ [ 得意 地笑 ] ~ 希望 这个 “ 惊喜 ” 能 给 您 这次 在 北京 的 日子 带来 不 一样 的 感受 ！ [ 可爱 ] / / @ 锅上 蚁 :   回复 @ 宗世林 GDTV : 谢谢 ！ 准备 当 案例 讲 给 学生 听   / / @ 宗世林 GDTV : 回复 @ 锅上 蚁 : 首都 大酒店,"['[礼物]', '[得意地笑]', '[可爱]']"
只有 大王 小王 有价 拍 ， 其他 都 是 送给 学堂 和 俺 的 粉丝 啦 / / @ 龙辉 全 :   支持 ！ 弱弱 的 问天哥 一句 ： 最小 的 是 方块 3 么 ？ 拍 多少 起 拍 [ 害羞 ] / / @ 魔方 铺 : 转 / / @ 杨亚天 :   有机 无价 啊 。 。 。 / / @ 雍容大度 我心 飞扬 :   / / @ 外贸 餐具 :   [ 鼓掌 ] [ 鼓掌 ] [ 鼓掌 ] / / @ 杨亚天 : 拍 吧 ， 非同寻常 的 扑克   / / @ 五粮 酒姐 高 英华 : 拍,"['[害羞]', '[鼓掌]', '[鼓掌]', '[鼓掌]']"
什么 叫 一不做 二不休 ？ 就是 拿 昨晚 入手 的 一件 衣衣 去 退 ， 然后 成功 的 又 淘换 了 两件 回来 [ 鼓掌 ] [ 鼓掌 ] [ 酷 ] [ 酷 ],"['[鼓掌]', '[鼓掌]', '[酷]', '[酷]']"
回复 @ 0 老板 的 娘 0 : 不再 [ 哈哈 ]   / / @ 0 老板 的 娘 0 : 明天 见 [ 偷笑 ]   / / @ 张楠 chef _ victor : 回复 @ 0 老板 的 娘 0 : 互相学习 [ 哈哈 ]     / / @ 0 老板 的 娘 0 : 张 主厨 收徒 吗 ？,"['[哈哈]', '[偷笑]', '[哈哈]']"
谢谢 推荐 [ 爱 你 ] [ 给力 ] [ 带 着 微博去 旅行 ],"['[爱你]', '[给力]', '[带着微博去旅行]']"
嘿 ， 在 方文山 的 店 对面 有家超 平价 的 美妆店 ， 名字 是 「 小三美日 」 [ 哈哈 ] [ 哈哈 ],"['[哈哈]', '[哈哈]']"
小何 ， 你 觉得 呢 ？ [ 懒得 理 你 ] / / @ 何盈 heying : @ 大大 大 票子     ， 这算 春运 表情 哇 ？ [ 嘻嘻 ],"['[懒得理你]', '[嘻嘻]']"
[ 哈哈 ] / / @ 张天阔 _ 活 的 :   冷死 了 。 。 。 / / @ feisha2010 :   [ 哈哈 ] / / @ 哎 呦 熊 怎么 穿 牛仔裤 :   @ 李 白痴 会客厅,"['[哈哈]', '[哈哈]']"
# 北京 书友会 # 玛亚 老师 《 我 的 衣橱 经典 》 系列 书籍 分享 会 ， 10 月 13 日 / 星期日 约定 您 ！ 北京 的 书友 们 不可 错过 哦 ！ / / @ 雨枫 书馆 :   [ 鼓掌 ] [ 鼓掌 ] [ 鼓掌 ]   / / @ 中国 青年 出版 总社 :   10 月 13 日 周日 10 : 00 - 12 : 00 ， 地点 @ 雨枫 崇文 馆   @ 黑玛亚 花园   做 女人 ， 就要 内外 兼修 ― ― 《 我 的 衣橱 经典 》 系列 书 分享 会 @ 懵懂 的 凌   [ 围观 ],"['[鼓掌]', '[鼓掌]', '[鼓掌]', '[围观]']"
东坡 豆腐 ， 有 东坡肉 的 感觉 [ 鼓掌 ] / / @ 西餐 侯 老师 : 帅哥 大厨 龙永泉 [ 威武 ] [ 围观 ]   / / @ 食全食 美老倪 : 好像 你 还是 下口 了 ～ 阿龙 大厨 [ good ] @ 北京 国贸 饭店,"['[鼓掌]', '[威武]', '[围观]', '[good]']"
过年 咯 [ 发红包 ] [ 发红包 ] [ 马到成功 ] [ 马到成功 ] 老妈 的 巧手 年夜饭 ， 久违 了 家 的 味道 [ 嘻嘻 ] [ 嘻嘻 ] 娜娜 给 大家 拜年 啦 ～ 祝 大家 大吉大利 ！ 马上 有 一切 ！ [ 马上 有 对象 ] [ 马上 有 对象 ] [ 发红包 ] [ 发红包 ] [ 鼓掌 ] [ 鼓掌 ],"['[发红包]', '[发红包]', '[马到成功]', '[马到成功]', '[嘻嘻]', '[嘻嘻]', '[马上有对象]', '[马上有对象]', '[发红包]', '[发红包]', '[鼓掌]', '[鼓掌]']"
和 代笔 无关 吧 / / @ 马强 _ 游戏   06 年 我 所在 的 公司 有款 ＜ 疯狂 卡丁车 ＞   发布 ， 我 亲眼见到 一张 韩寒 软文 植入 的 乙方 合作 意向书 ， 不知 后面 为何 没谈成 ， 没 保留 证据 可以 拿 2 千万 么 ？ [ 泪 ] / / @ 宋晨枫 :   / / @ Peter 王强   凌晨 回复 的 呀 。 韩寒 这样 重视 麦田 ， 麦田 这辈子 值 了 [ 哈哈 ],"['[泪]', '[哈哈]']"
# 票选 最有型 STYLE #   可爱 小 正太 [ 爱 你 ] [ 爱 你 ] [ 爱 你 ],"['[爱你]', '[爱你]', '[爱你]']"
青岛 的 教堂 去过 几个 ， 都 非常 喜欢 。 老师 拍 得 真棒 ！ [ 给力 ] [ 围观 ] [ 鼓掌 ] [ good ],"['[给力]', '[围观]', '[鼓掌]', '[good]']"
# 旅游 政务 # 【 泉州 城市形象 片 】 [ 威武 ] 为 打造 泉州 城市 名片 ， 加大 泉州 旅游 宣传 力度 ， 提高 泉州 知名度 ， 泉州市 旅游局 联手 泉州 电视台 组织 拍摄 泉州 城市形象 片 在 央视 投放 。 目前 ， 拍摄 工作 正在 紧张 进行 中 ， 让 我们 拭目以待 ！ [ 给力 ] [ 太 开心 ]   @ 泉州 电视台   图 ： @ 平兄 旺旺,"['[威武]', '[给力]', '[太开心]']"
这个 貌似 不能 打包 哈 [ 抓狂 ] [ 抓狂 ] [ 抓狂 ]   / / @ 明小飞 flyer : 早上 我 又 补 了 一碗 ！ 太牛 啦 ！ [ 哈哈 ],"['[抓狂]', '[抓狂]', '[抓狂]', '[哈哈]']"
温润 如玉 [ 鼓掌 ] [ good ] / / @ 珠莉 zhuli :   / / @ 九转 灵山 :   转发 微博,"['[鼓掌]', '[good]']"
回复 @ 狐狸 猫 amei : 超可耐 [ 爱 你 ]   / / @ 狐狸 猫 amei : 这 不是 我 吗 [ 偷笑 ],"['[爱你]', '[偷笑]']"
哈哈 ， 这 应该 是 掉 对 的 节奏 [ 哈哈 ] [ 哈哈 ],"['[哈哈]', '[哈哈]']"
机场 夜校 哈哈 [ 哈哈 ] 芹菜 陷 挺好吃 的 [ 偷笑 ],"['[哈哈]', '[偷笑]']"
中午 朋友 带 我 吃饭 ， 我选 了 “ 一品 小笼 ” 。 各种 的 累 ， 各种 的 等 ， 最后 总算 吃 完 了 ， 他 又 带我去 买 下午茶 ， 路过 “ 木桶 三国 ” 时 他 看成 了 “ 水桶 三国 ” ， 还 问 我 好吃 不 ， 我 爆笑 ！ 哈哈 … 最后 被 他 用 要 灭口 的 眼神 制止 住 了 ， 好 吧 ， 我 不 说 给 别人 听 。 [ 嘻嘻 ] 很 开心 ， 我 的 下午茶 和 礼物 ， 今天 心情 超好 。 [ 蛋糕 ] [ 咖啡 ] [ 爱 你 ],"['[嘻嘻]', '[蛋糕]', '[咖啡]', '[爱你]']"
# 菲律宾 之旅 # 飞机 终于 来 啦 ！ 宿务 太平洋 航空 的 logo 好 可耐 的   ~ ( ^ . ^ )   [ 可爱 ] [ 可爱 ] 今天 竟然 有点 晚点 喔 。   Cebu ， 美食 ， 美景 ， 我来 啦 ！ 也 是 睡着 来 的 。 各位 ， 晚安 咯 ！   @ 宿务 太平洋 航空   我 在 这里 :   # 首都机场 T2 停机坪 #   http : / / t . cn / z0kanlB,"['[可爱]', '[可爱]']"
看看 这命 硬 的 排名 吧 ！ 天生 给力 ！ / / @ 给力 冷笑 话 排行榜 :   [ 哈哈 ]   [ 哈哈 ]   我 的 命 很 硬,"['[哈哈]', '[哈哈]']"
在 金源 燕沙 ? [ 可爱 ] [ 可爱 ] [ 可爱 ],"['[可爱]', '[可爱]', '[可爱]']"
/ / @ 像 ? ? 子 :   这条 微博 很 不错 ， 属于 美丽 营销 ~ 在 全 海南 的 微博中 很 罕见 。 。 。 / / @ 后排 7 七哥 :   哈哈哈 ！ 还有 这么 一出 ！ ！ ！ ！ / / @ Ming 丶 差不多 先生 :   [ 爱 你 ] [ 爱 你 ],"['[爱你]', '[爱你]']"
[ 鼓掌 ] [ 给力 ] [ 围观 ] 加油 ！,"['[鼓掌]', '[给力]', '[围观]']"
粑 粑 爱滴 新发明 [ 给力 ] [ 嘻嘻 ]   我 在 : http : / / t . cn / zW3bJaU,"['[给力]', '[嘻嘻]']"
[ 哈哈 ] [ 哈哈 ] [ 哈哈 ]   / / @ 互联网 的 那点 事 : 我 也 就 几小时 吧 ！,"['[哈哈]', '[哈哈]', '[哈哈]']"
国安 必胜   / / @ 丁爷 丁爷 : @ 刘海 斌 强强     [ 鼓掌 ] [ 鼓掌 ] [ 鼓掌 ] [ 鼓掌 ] [ 鼓掌 ],"['[鼓掌]', '[鼓掌]', '[鼓掌]', '[鼓掌]', '[鼓掌]']"
[ good ]   / / @ 男 农民 杂谈 :   / / @ 软脚 的 蟹 :   小心 ? ！ [ 哈哈 ]   / / @ 金陵 酒徒 仓氏 : 牛人 我 承认 ， 抗战 就 一个 战神 ， 薛岳 [ 呵呵 ]   / / @ 斯韦爵 : [ good ],"['[good]', '[哈哈]', '[呵呵]', '[good]']"
我 的 新纪录 [ 鼓掌 ] [ 耶 ],"['[鼓掌]', '[耶]']"
团结 就是 力量 [ 威武 ] [ 哈哈 ]   / / @ 斯韦爵 : [ 哈哈 ]   / / @ 徐付 群 :   煮熟 的 螃蟹 力量 大 。   / / @ 杯酒 论道 :   众志成城 [ 哈哈 ],"['[威武]', '[哈哈]', '[哈哈]', '[哈哈]']"
"[ 哈哈 ]   / / @ newID :   对不起 看 一次 笑 一次 [ 哈哈 ] / / @ 水月 清影 _ moonchina :   [ 偷笑 ] / / @ tomatobeans :   这个 太 合适 了 , 一定 要 搞 一个 ......","['[哈哈]', '[哈哈]', '[偷笑]']"
杀入 三甲 ， 还 凑合 啊 [ 哈哈 ]   / / @ 苏秦 拜相 :   @ 董曦阳   [ 鼓掌 ],"['[哈哈]', '[鼓掌]']"
回复 @ 巢燕然 : 想 比 你 大 一天   / / @ 巢燕然 : 可以 了 ， 你 现在 老 有名 的 。 有房 、 有车 、 有娃 ， 你 还 想 闹 哪样 啊 ？   / / @ 风吹 酒店 见 海洋 :   @ 我 想 我 很 快乐 2010   @ 双鱼座 的 芳       / / @ 青 团团 小姐 : @ 风吹 酒店 见 海洋   忒 适合 你 了 [ 嘻嘻 ]     / / @ 小 正太 特 ? 洛沛稀 ? ? 度 : 我要 包 浴巾 的 呀 [ 害羞 ],"['[嘻嘻]', '[害羞]']"
要 礼物 ！   / / @ 京 M 银狐 : [ 鼓掌 ] [ 赞 ],"['[鼓掌]', '[赞]']"
[ 威武 ] 高手 在 民间 [ 嘻嘻 ],"['[威武]', '[嘻嘻]']"
谢谢 爽哥 ！ 永远 忘不了 那个 下 大雪 的 工作日 ， 您 神秘兮兮 的 带 着 我们 一 众人 奔赴 北海 打雪仗 的 日子 [ 太 开心 ] [ 心 ]   / / @ 爽爷 :   有些 故事 值得 回忆 ， 有些 情感 值得 珍惜 ， 祝福 你们 每个 人 节日快乐   / / @ 康小莉 : 即使 再 聚少离多 ， 即使 再 忙碌 ， 我们 的 感情 仍然 是 那么 的 纯粹 ， 即使 为 人 父母 ， 即使 经历 再 多 ， 只要 我们 在 一起,"['[太开心]', '[心]']"
@ 小泉 小 q   这里 有 三张 我 拍 的 ？ @ 小米 在 米 库   @ 白晶晶 爱 吃 肉   [ 花心 ] / / @ 小泉 小 q :   我 不仅 认出 了 我 的 ， 还 认出 了 @ 小米 在 米 库   ！ 人生 手模 第一次 ， 献给 了 @ 千阳 游走 世界 中   [ 鼓掌 ],"['[花心]', '[鼓掌]']"
祝贺 @ 丿 头 狼   成为 红 蕃茄 湖北 菜 第 170 位 神秘 顾客 成员 ， 谢谢 亲 的 815 票 ， 距离 1000 票 还有 不少 距离 啊 ， 亲们 加油 奥 ！ [ 威武 ]   / / @ 丿 头 狼 : 哥 又 投 了 一票 ， 增加 机会 哦 ， 815 是 我 投 的 [ 嘻嘻 ] @ 野猪 的 宝宝   @ poppy _ Q 镶黄旗   @ 扣扣 坏坏   @ 蓝鼠 小 K   @ 灰太狼 cookie   小伙伴 们 ， 快 来 投票 吃 湖北 菜,"['[威武]', '[嘻嘻]']"
多谢 ?   / / @ lyra 小米 : 这 金刚 盘 的 漂亮 ?   / / @ 歌手 含笑 : 回复 @ 余焕清 旅游 规划 : 没有   干盘 的 [ 嘻嘻 ]   / / @ 余焕清 旅游 规划 : 新年好 ！ [ ? ] [ 心 ] 品相 真 好 ， 干净 ， 漂亮 ， ? 上油 的 吧 ！ [ 嘻嘻 ],"['[嘻嘻]', '[?]', '[心]', '[嘻嘻]']"
生病 中 也 要 认真 转发 ， 优秀 的 时尚 摄影师 不光 要 有 专业 技术 ， 还要 有 创意 ！   / / @ 欢岛 : “ 勿忘 初 心 ， 百无禁忌 ”   [ 心 ] 感谢 AmazingChina 和 寇克 同学 的 国际化 采访 ， 简直 系 近年 工作 大 总结 的 节奏 ！ 感谢 一起 成长 的 小伙伴 们 以及 @ DMD 东田 专业 摄影   . PS 我 工作 时候 表情 太 严肃 了 （ 笑 喷 ） @ joe _ 张   大 编太像 梁文道 了 [ 嘻嘻 ],"['[心]', '[嘻嘻]']"
又 到 了 吃货 们 懊恼 “ 假期 多少 天 ， 长胖 多少 斤 ” 的 时候 鸟 [ 抓狂 ] [ 抓狂 ] ， 谁 叫 你们 错 把 他 两贴 在 一起 了 呢 [ 哈哈 ] ！ 难道 是因为 电影 # 在 一起 # 正在 热映 ， 你 只顾 着 让 看起来 很 般配 的 他们 在 一起 了 吗 ？,"['[抓狂]', '[抓狂]', '[哈哈]']"
尝 了 味道 ， 外皮 香脆 ， 内心 松软 香甜 ， 有 嚼 劲 。 混着 葡萄干 和 蔓越 梅干 的 每 一口 都 完全 超越 ＂ 面包 新语 ＂ 之类 。 以后 终于 可以 吃 上 ＂ vivien   工坊 ＂ 的 主厨 面包 了 ！ [ 哈哈 ] [ 帅 ],"['[哈哈]', '[帅]']"
回复 @ 摄影 旅游 杂志 : 这组 作品   可以 投到 9 月 月 赛 你 心中 的 城市 里 嘛 ？   / / @ 摄影 旅游 杂志 : 不错   继续 好片 ~ ！ [ 哈哈 ]   / / @ 播放 WBF : 感谢 编辑 的 鼓励 支持   [ 围观 ]   / / @ 摄影 旅游 杂志 :   《 我 眼中 的 帝都 之夜 》,"['[哈哈]', '[围观]']"
# 谆客 在 努力 [ 2013447   咖啡师 初级 中级班 ] 07 月 17 毕业 合影 … 这个 班米 女太多 了 [ 爱 你 ] （ 特别 温馨 提示 ： 男生 不要 凝视 过 15 秒 哇 ， 否则 会 流鼻血 滴 ） [ xkl 转圈 ],"['[2013447咖啡师初级中级班]', '[爱你]', '[xkl转圈]']"
欢迎您 下次 来 住 住 我们 电影 主题 或 欧式 奢华 主题 风格 的 客房 ， 会 有 不 一样 的 感受 噢 ！ [ 嘻嘻 ] / / @ bkirk :   去年 清明 还 住 的 航海 主题 房间 ， 服务 ， 泳池 和 送 的 小 泥人 都 印象 深刻 [ good ] / / @ 天津 海河 英迪格 酒店 Indigo : 感谢 大家 的 支持 与 厚爱 !   欢迎 各位 亲来 体验 天津 德式 风情街 耳目一新 的 邻里 文化 [ 围观 ] [ 围观 ] [ 得意 地笑 ],"['[嘻嘻]', '[good]', '[围观]', '[围观]', '[得意地笑]']"
[ 吃惊 ] 它 和 柯基 是 神马 关系 呢   / / @ 闫冰洁 : 笑 而 不语 [ 嘻嘻 ] @ 麦兜 麦迪 的 妈咪   / / @ 胖 莱西 的 妈妈 是 梁叔控 :   讨厌 ！   / / @ 工体 北 : @ 胖 莱西 的 妈妈 是 梁叔控,"['[吃惊]', '[嘻嘻]']"
"好 么 , 连前 挡风玻璃 里 的 风景 都 画 上 啦 [ 赞 ] [ 爱 你 ] / / @ 小予 CAT : @ 边 边 小猫   你 爱 的 [ 汽车 ]   / / @ 宾虚 BenHur :   [ good ]","['[赞]', '[爱你]', '[汽车]', '[good]']"
师太 总 调皮 。 [ 嘻嘻 ]   / / @ Jason - 无名 : [ 哈哈 ] / / @ 雪凝花璨 : 要 咋样 ？ 不过 是 插科打诨 而已 ， 怎担 得 起 一个 坑字 ？ ？ [ 抓狂 ] [ 抓狂 ] [ 泪 ] [ 泪 ] [ 泪 ]   / / @ 整合营销 传播 推动者 : 我 的 小 心脏 经不起 啊 [ 委屈 ]   / / @ 雪凝花璨 : 哎 ！ 罢了 ！ 算了 ， 插科打诨 都 说 是 被 坑 ， 桑心 啊 。 [ 泪 ]   / / @ Jason - 无名 : 哈哈 ， 打 起来 啦 ？ [ 哈哈 ],"['[嘻嘻]', '[哈哈]', '[抓狂]', '[抓狂]', '[泪]', '[泪]', '[泪]', '[委屈]', '[泪]', '[哈哈]']"
[ 哈哈 ]   / / @ 京 M 银狐 :   男朋友 肉够 厚 的 [ 偷笑 ] / / @ 老 疯子 林风 :   菜刀 妹要 火 ！ [ 哈哈 ] 董妃 表要 跟 这 妹子 学 ！ / / @ 董芳 :   砍 完 之后 是 把 他 红烧 了 还是 乱炖 了 ?,"['[哈哈]', '[偷笑]', '[哈哈]']"
又 开始 抽风 了 ， 睡不着 啊 睡不着 ！ ！ 其实 很累 ， 可 就是 睡不着 ！ 真想 把 自己 打晕 ！ ！ 今天 台风 ， 准备 睡上 一天 ， 貌似 亲 还给 我 准备 了 一堆 礼物 ， 灰常 期待 ， 准备 收 礼物 喽 ！ 嘻嘻 [ 偷笑 ] [ 鼓掌 ] [ 太 开心 ],"['[偷笑]', '[鼓掌]', '[太开心]']"
运营 值班 的 同事 是不是 现在 就 开始 抄 去年 的 啦 [ 哈哈 ] @ 史永锋     / / @ 冷笑 话 精选 : 哎呀 ， 知道 得太多 了 ！ [ 害羞 ],"['[哈哈]', '[害羞]']"
[ 给力 ] 今天 你 “ 摇 ” 了 吗 ？ [ 嘻嘻 ],"['[给力]', '[嘻嘻]']"
# 美食 美刻 ， 感恩 有 你 # [ 话筒 ] [ 话筒 ]   明天 是 2012 年 第四个 星期四 ， 明天 是 感恩节 ， 明天 距 玛雅人 预言 的 世界末日 2012 年 12 月 21 日 还有 一个月 ， 明天 @ WISH 梧桐   让 我们 用 最 传统 的 方式 对 许久 不 联系 但 一直 心怀 感激 的 他 / 她 说 谢谢 ； 现在 @   他 / 她们 来 表达 ， 让 微博来 帮 大家 传话 ！ [ 太 开心 ] [ 心 ] [ 太 开心 ],"['[话筒]', '[话筒]', '[太开心]', '[心]', '[太开心]']"
# 快乐 鸭粉 high 游 江城 #   @ 周黑 鸭 官方 微博   @ 新浪 湖北   @ 新浪 湖北 旅游   偶们 已经 到 了 ? [ 太 开心 ] [ 太 开心 ]   我 在 这里 : http : / / t . cn / zHeVAMl,"['[太开心]', '[太开心]']"
回复 @ 王 _ 江 : [ 嘻嘻 ] 王江弟 眼力 好 ！   / / @ 王 _ 江 : 好 好吃 ， 白衣 美女 最棒 ！ [ 偷笑 ],"['[嘻嘻]', '[偷笑]']"
尼玛 ！ 黄渤 就是 一 活宝 ！ [ 哈哈 ] [ 哈哈 ] [ 哈哈 ] / / @ 环球 时尚 精选 :   《 2B 青年 的 不醉 人生 》 黄渤 自导自演 最新 电影 ！ ！ ！ 青岛 小哥 就是 能 喝 不服 不行 ！,"['[哈哈]', '[哈哈]', '[哈哈]']"
事实证明 国外 的 谣言 最终 也 是 真的 。 祝贺 ！ / / @ 陈名 _ 九里 大集 : 假新闻 可耻 / / @ 陈名 _ 九里 大集 : 关注 / / @ 柏松 baisong : ？ / / @ 王 - 旭东 : 真哒 ! [ 吃惊 ] [ 围观 ] [ 鼓掌 ],"['[吃惊]', '[围观]', '[鼓掌]']"
那 我 谦虚 下下 撒 ， 额 绝对 没有 今天 滴 6 哥有 才 呀   / / @ amy 的 八卦 兔子 : 自恋 的 好 公开 ， 好 超过 撒   / / @ Sindy _ 樱 : 我 想想 啊 ， 把 那个 woohoo 往 右转 一下 就 有 鸟 。 唉呀 ， 太有 才 鸟 。   / / @ amy 的 八卦 兔子 ： 为何 木有 六哥 的 手势 ？ ？   / / @ Sindy _ 樱 : 今天 我们 用 了 第二个 Rock [ 鼓掌 ]   [ 哈哈 ]   @ amy 的 八卦 兔子   @ 677L,"['[鼓掌]', '[哈哈]']"
回复 @ 圈里 圈外 and 瑟 琳娜 : 就是 啊 ， 那 他 （ 她 ） 得 多 可悲   / / @ 圈里 圈外 and 瑟 琳娜 : 捡 到 刷 爆 [ 嘻嘻 ] [ 嘻嘻 ],"['[嘻嘻]', '[嘻嘻]']"
# 下午茶 # 过年 七天 那些 事儿 。 。 。 老实 交代 ， 你 肥 了 几斤 ？ [ 嘻嘻 ] [ 嘻嘻 ],"['[嘻嘻]', '[嘻嘻]']"
@ 电影 快乐 到家   支持 支持 ！ 不错 噢 ！ [ 鼓掌 ] [ 鼓掌 ] [ 鼓掌 ] @ 快乐 大本营   @ 快乐 家族 官博   @ 何炅   @ 谢娜   @ 李维嘉   @ 杜 海涛 Hito   @ 吴昕   @ 杜汶泽   @ 韩庚,"['[鼓掌]', '[鼓掌]', '[鼓掌]']"
[ 哈哈 ] [ 哈哈 ] [ 哈哈 ] 梦想 一步 一步 实现 ， 乐趣 会 越来越少 ， 如果 到 超市 可以 不看 价格 ， 旅游 前 不用 做 省钱 功略 ， 生活 中少 了 精打细算 该 多 无趣 啊,"['[哈哈]', '[哈哈]', '[哈哈]']"
有 了 您 这些 可爱 的 客人 ， 才 会 有 我们 那些 可爱 的 店长 和 管家 [ 熊猫 ] [ 兔子 ] [ 带 着 微博去 旅行 ] [ 哈哈 ] 祝 你 新年快乐 ， 万事如意,"['[熊猫]', '[兔子]', '[带着微博去旅行]', '[哈哈]']"
看见 没 ， 全班 聚餐 ！ ！ ！ [ 哈哈 ] [ 哈哈 ],"['[哈哈]', '[哈哈]']"
怪 母钗 ， 咋 回事 / / @ 发木 钗 : 啊 ？ 这 。   / / @ 硕裴 qq : 哈哈哈 ， 这 广告 怎么 也 要 7 位数 啊   / / @ 张斗 :   什么 情况 ？ / / @ 楠楠 思密达 哟 :   我 去 ！ ！ ！ ！ 这 就 上 卫视 了 ？ ！ ！ ！ 宣传 位 比较 大 ， 这 存在 感 啊 [ 哈哈 ] [ 哈哈 ]   / / @ 沙呀 么 沙沙沙 : 啊 咧 ？ ！ 娃去 要 个 红包 当 出场费 吧 [ 嘻嘻 ] / / @ 车拉过 车车 车 :   接力 一棒 ， 啧啧   / / @ 夜路 稍 冷 : 小怪 妈,"['[哈哈]', '[哈哈]', '[嘻嘻]']"
[ 思考 ] [ 阴险 ] [ 哈哈 ]   / / @ 冷笑 话 精选 : 5 个 以上 ？ ！ 说 得 跟 真的 一样 。 。 。,"['[思考]', '[阴险]', '[哈哈]']"
回复 @ 贵州 媳妇 :   和 爱 美食 懂 美食 的 人 分享 体验 感觉 真 好 ！ [ 可爱 ]   / / @ 贵州 媳妇 : 回复 @ SuperVeronica : 喜欢 哟 ， 还 特别 爱 吃 那里 滴 羊肉串 、 功夫 鱼 ！ [ 挤眼 ],"['[可爱]', '[挤眼]']"
想起 @ 吃喝玩乐 大 搜索   的 片花 ， @ 熊丽 电台   对 着 @ 盛博   喊 ： 快 跑 ， 后面 的 巧克力 要 爆浆 啦 ！ [ 哈哈 ] [ 哈哈 ] [ 哈哈 ] 感谢 @ 付洋 Kenny   ， 大家 晚安 [ 呵呵 ],"['[哈哈]', '[哈哈]', '[哈哈]', '[呵呵]']"
[ 嘻嘻 ] 好玩 。 / / @ MaggieMXS :   这个 真的 超 叼 的 ~ / / @ 咸鱼 要 翻身 _ :   这个 cool 哦 ~ [ 酷 ] ? 哦 ~ @ ? 志祥,"['[嘻嘻]', '[酷]']"
我 想到 了 条 单鱼 。 。 。 据 主人 说用 激光 洗 的 时候 还 被 击碎 了 一只 鱼 眼睛 。 [ xkl 转圈 ] / / @ 王也加 v 谁 不会 自己 来 V :   / / @ Shuya _ :   [ 哈哈 ],"['[xkl转圈]', '[哈哈]']"
严肃 点 ， 哥 害羞 着 呢 [ 哼 ]   / / @ JJ - 孙闻婧 : [ 嘻嘻 ] [ 嘻嘻 ],"['[哼]', '[嘻嘻]', '[嘻嘻]']"
@ Oliver 郝焕     处女座 耶 ！ [ 哈哈 ] [ 威武 ],"['[哈哈]', '[威武]']"
今天 六十多 人大 聚会 好 不 热闹 ！ 俺 还是 含蓄 ， 回家 让 螃蟹 红 了 咱 也 夜个 宵 ！ 四个 ， 刚刚 好 ， 吃饱 睡觉 。 [ 哈哈 ] [ 哈哈 ] [ 哈哈 ] [ 馋嘴 ]   我 在 : http : / / t . cn / zRWPSCe,"['[哈哈]', '[哈哈]', '[哈哈]', '[馋嘴]']"
据 记载 ， 武当山 在 明朝 成为 全国 的 道教 中心 ， 全国 各地 道士 游方 挂丹者 络绎不绝 ， 因此 设立 十方 堂 ， 专门 安排 接待 来往 道士 。 [ 太 开心 ] [ 酷 ] 武当山 欢迎 八方 游客 ！,"['[太开心]', '[酷]']"
怀念 各位 兄弟姐妹 ！ ~ 在 此 郑重 发表声明 ， 鄙人 木有 碾 @ 苏摩 族长   ， 近视眼 的 她 自己 载 沟里 了 ~ [ 嘻嘻 ] / / @ 江小雯 爱 学习 _ XUMA :   / / @ 厦门大学 登山协会 :   什么 时候 恢复 这 条 路线 吧 ！ 其实 这个 寒假 就 可以 呀 ～ 骑车 三四天 就 到 了   有没有 人 愿意 考完试 就 出发 ？ / / @ 苏摩 族长 : 为 神马 为 没有 我 [ 泪 ],"['[嘻嘻]', '[泪]']"
